cohort_count,person_years,gender,age_group,calendar_year,incidence_rate,cohort_id,database_id
-5,262.5927446954141,Male,40-49,2001,-19.04089165067979,14909,Eunomia
-5,353.4702258726899,Male,30-39,2000,-14.145462995236436,14909,Eunomia
-5,225.85352498288844,Female,40-49,1997,-22.138242032657317,14909,Eunomia
-5,224.65434633812458,Female,40-49,1996,-22.25641338126866,14909,Eunomia
-5,216.17796030116358,Female,40-49,1995,-23.129092313732443,14909,Eunomia
-5,338.02874743326487,Female,30-39,1996,-14.791641355849837,14909,Eunomia
-5,153.72758384668035,Female,40-49,1991,-32.525067231829595,14909,Eunomia
-5,124.18891170431212,Female,40-49,1989,-40.261243386243386,14909,Eunomia
-5,121.05133470225873,Male,40-49,1986,-41.30479033790202,14909,Eunomia
-5,28.788501026694046,Female,40-49,1970,-173.68045649072752,14909,Eunomia
-5,138.7378507871321,Female,30-39,1977,-36.03919169593875,14909,Eunomia
-5,54.110882956878854,Female,30-39,1966,-92.40285367334548,14909,Eunomia
-5,135.16769336071184,Male,40-49,2018,-36.99108770508406,14909,Eunomia
-5,15.835728952772074,Male,40-49,2019,-315.74170124481327,14909,Eunomia
-5,294.20944558521563,Male,40-49,2013,-16.99469570072585,14909,Eunomia
5,198.30527036276524,Male,30-39,2012,25.213651613259515,14909,Eunomia
-5,306.53524982888433,Male,40-49,2010,-16.311337775316623,14909,Eunomia
5,290.5106091718001,Female,30-39,2010,17.211075403594418,14909,Eunomia
-5,268.38056125941137,Male,30-39,2009,-18.630261359231223,14909,Eunomia
-5,296.1095140314853,Male,40-49,2008,-16.885644543891118,14909,Eunomia
-5,295.10198494182066,Male,40-49,2006,-16.943295047594308,14909,Eunomia
-5,343.52908966461325,Male,30-39,2001,-14.55480816742911,14909,Eunomia
-5,247.21149897330596,Female,40-49,1999,-20.22559638514187,14909,Eunomia
5,347.44969199178644,Male,30-39,1999,14.390572549761242,14909,Eunomia
-5,294.5297741273101,Male,30-39,1989,-16.97621238740623,14909,Eunomia
-5,235.85763175906914,Male,30-39,1985,-21.199229224465157,14909,Eunomia
-5,105.94934976043805,Female,40-49,1984,-47.19236136234431,14909,Eunomia
-5,79.59753593429159,Female,40-49,1981,-62.81601485914766,14909,Eunomia
-5,37.06228610540725,Male,40-49,1976,-134.9080298441309,14909,Eunomia
-5,132.07118412046543,Male,30-39,1975,-37.85837185679637,14909,Eunomia
-5,29.27310061601643,Female,40-49,1974,-170.80527497194163,14909,Eunomia
-5,82.84188911704312,Female,30-39,1969,-60.35593892524291,14909,Eunomia
-5,35.006160164271044,Female,40-49,1963,-142.83200375410607,14909,Eunomia
-5,21.921971252566735,Male,40-49,1973,-228.08167853128512,14909,Eunomia
-5,42.70773442847365,Female,30-39,1956,-117.07481248798,14909,Eunomia
-5,299.5811088295688,Female,40-49,2009,-16.689970938202556,14909,Eunomia
-5,295.46338124572213,Female,40-49,2007,-16.922570840823585,14909,Eunomia
-5,299.79192334017796,Male,40-49,2005,-16.678234504424697,14909,Eunomia
-5,327.9096509240246,Male,30-39,2005,-15.24810259750019,14909,Eunomia
-5,31.572895277207394,Male,40-49,1962,-158.3636836628512,14909,Eunomia
-5,351.21423682409306,Female,30-39,1998,-14.236324942898793,14909,Eunomia
-5,29.018480492813143,Male,40-49,1958,-172.30399094254173,14909,Eunomia
-5,333.5112936344969,Female,30-39,1994,-14.991996059598574,14909,Eunomia
-5,268.95277207392195,Female,30-39,1988,-18.590624522827913,14909,Eunomia
-5,254.40383299110198,Female,30-39,1986,-19.65379193077991,14909,Eunomia
-5,85.33333333333333,Female,40-49,1982,-58.59375,14909,Eunomia
-5,42.15468856947297,Female,40-49,1975,-118.61076833149313,14909,Eunomia
-5,128.09308692676248,Male,30-39,1974,-39.034112768776986,14909,Eunomia
-5,95.2060232717317,Male,30-39,1971,-52.517685627192726,14909,Eunomia
-5,39.80287474332649,Female,30-39,2018,-125.61906727197687,14909,Eunomia
-5,208.13141683778235,Male,30-39,1981,-24.023283346487766,14909,Eunomia
-5,34.62286105407255,Female,40-49,1964,-144.41325320259372,14909,Eunomia
-5,33.65092402464066,Female,40-49,1953,-148.5843299975592,14909,Eunomia
-5,132.15879534565366,Female,30-39,1976,-37.83327463694558,14909,Eunomia
-5,23.99726214921287,Male,30-39,1944,-208.35710211066743,14909,Eunomia
-5,193.36071184120465,Female,30-39,1982,-25.858407079646017,14909,Eunomia
-5,5.259411362080766,Male,30-39,2019,-950.6767308693389,14909,Eunomia
-5,87.69062286105407,Female,30-39,2017,-57.01863935808174,14909,Eunomia
-5,179.2306639288159,Male,30-39,2013,-27.897012098252475,14909,Eunomia
-5,296.3066392881588,Male,40-49,2011,-16.874410954853733,14909,Eunomia
-5,310.2012320328542,Female,40-49,2012,-16.118569121190458,14909,Eunomia
-5,221.9356605065024,Male,40-49,1997,-22.52905183686561,14909,Eunomia
-5,338.4147843942505,Male,30-39,2004,-14.774768215135188,14909,Eunomia
-5,223.24709103353868,Male,40-49,1996,-22.396708404360997,14909,Eunomia
7,208.0848733744011,Male,40-49,1995,33.64011946896833,14909,Eunomia
-5,359.42505133470223,Female,30-39,2002,-13.911106032906766,14909,Eunomia
-5,275.8631074606434,Female,40-49,2001,-18.124931767881776,14909,Eunomia
9,344.5530458590007,Female,30-39,2000,26.12079651643252,14909,Eunomia
-5,74.77070499657769,Male,40-49,1980,-66.8711094837056,14909,Eunomia
-5,85.927446954141,Male,30-39,1970,-58.1886251393978,14909,Eunomia
-5,33.46748802190281,Female,40-49,1965,-149.3987238219895,14909,Eunomia
-5,114.19575633127995,Female,40-49,1986,-43.78446415727643,14909,Eunomia
-5,341.0239561943874,Male,30-39,1996,-14.661726571343701,14909,Eunomia
-5,36.668035592060235,Female,40-49,1955,-136.3585455088479,14909,Eunomia
-5,41.16906228610541,Male,30-39,1957,-121.45042229168052,14909,Eunomia
-5,156.27652292950035,Male,30-39,1978,-31.99456902592852,14909,Eunomia
-5,156.0684462696783,Male,30-39,1977,-32.037225457862604,14909,Eunomia
-5,37.6974674880219,Male,30-39,2018,-132.6349044956061,14909,Eunomia
-5,300.6488706365503,Male,40-49,2009,-16.630696098787016,14909,Eunomia
-5,297.4455852156058,Male,40-49,2007,-16.809797315955155,14909,Eunomia
-5,340.7364818617385,Female,30-39,2005,-14.67409645330805,14909,Eunomia
-5,278.2778918548939,Female,40-49,2005,-17.967650849558744,14909,Eunomia
-5,292.59137577002053,Female,40-49,2003,-17.088678662661763,14909,Eunomia
-5,257.1444216290212,Male,30-39,1986,-19.444326142969697,14909,Eunomia
-5,92.11498973305955,Male,40-49,1982,-54.27998216674097,14909,Eunomia
-5,122.30800821355236,Female,30-39,1974,-40.88039755557048,14909,Eunomia
-5,98.57084188911705,Female,30-39,1972,-50.72493958836763,14909,Eunomia
-5,348.84873374401093,Male,30-39,1998,-14.332859822472669,14909,Eunomia
-5,341.29500342231347,Male,30-39,1994,-14.650082626064915,14909,Eunomia
-5,326.7707049965777,Male,30-39,1993,-15.301249235461194,14909,Eunomia
-5,41.70294318959617,Female,40-49,1958,-119.89561449579831,14909,Eunomia
-5,31.496235455167692,Male,40-49,1975,-158.74913073713492,14909,Eunomia
-5,285.20465434633815,Male,30-39,1988,-17.531270699138915,14909,Eunomia
-5,44.328542094455855,Female,30-39,1944,-112.7941448953122,14909,Eunomia
5,277.17180013689256,Female,40-49,2017,18.039353200904806,14909,Eunomia
5,129.76317590691306,Female,30-39,2016,38.53173263566546,14909,Eunomia
-5,151.61943874058863,Female,30-39,2015,-32.977301865328016,14909,Eunomia
-5,283.9096509240246,Male,40-49,2014,-17.611236475148992,14909,Eunomia
-5,299.92607802874744,Female,40-49,2015,-16.67077445503341,14909,Eunomia
-5,226.55441478439425,Male,30-39,2011,-22.0697531087989,14909,Eunomia
5,328.6926762491444,Female,30-39,2008,15.211777935113073,14909,Eunomia
5,311.66324435318273,Male,30-39,2007,16.042956911319017,14909,Eunomia
-5,319.21149897330594,Male,30-39,2006,-15.66359613009469,14909,Eunomia
-5,269.37713894592747,Male,40-49,2002,-18.561337534302265,14909,Eunomia
-5,190.85010266940452,Male,40-49,1993,-26.198571182647616,14909,Eunomia
-5,254.23682409308694,Male,40-49,2000,-19.66670256299806,14909,Eunomia
-5,193.18822724161532,Male,40-49,1992,-25.881494288710638,14909,Eunomia
-5,196.75290896646132,Female,40-49,1994,-25.41258488255594,14909,Eunomia
-5,330.92950034223134,Female,30-39,1995,-15.108958236812496,14909,Eunomia
-5,318.39288158795347,Female,30-39,1992,-15.70386867653255,14909,Eunomia
-5,318.35728952772075,Female,30-39,1991,-15.70562435500516,14909,Eunomia
-5,295.0636550308008,Male,30-39,1990,-16.945496047210778,14909,Eunomia
5,258.0533880903491,Female,30-39,1987,19.37583550830734,14909,Eunomia
-5,347.7864476386037,Male,30-39,1997,-14.37663840540349,14909,Eunomia
-5,215.1895961670089,Male,30-39,1983,-23.23532405404718,14909,Eunomia
-5,43.80835044490075,Female,30-39,1953,-114.13349165677145,14909,Eunomia
-5,108.12867898699521,Female,40-49,1985,-46.241201195118244,14909,Eunomia
-5,49.78781656399726,Female,30-39,1947,-100.42617541930163,14909,Eunomia
-5,154.26146475017111,Female,30-39,1980,-32.41250177481187,14909,Eunomia
-5,34.26420260095825,Male,30-39,1950,-145.92489013184178,14909,Eunomia
-5,26.86652977412731,Male,30-39,1963,-186.10516661571384,14909,Eunomia
-5,43.20602327173169,Female,30-39,1945,-115.72460553830557,14909,Eunomia
-5,183.38672142368242,Female,40-49,2018,-27.264787554865485,14909,Eunomia
-5,298.4394250513347,Female,40-49,2013,-16.753818632172838,14909,Eunomia
-5,232.62970568104038,Female,30-39,2012,-21.49338574522173,14909,Eunomia
6,291.2443531827515,Female,40-49,2010,20.60125779068784,14909,Eunomia
9,246.23134839151265,Male,30-39,2010,36.55099181640278,14909,Eunomia
-5,306.8254620123203,Female,30-39,2009,-16.295909626298318,14909,Eunomia
5,285.48665297741275,Female,40-49,2006,17.513953622187696,14909,Eunomia
-5,300.55852156057495,Male,40-49,2004,-16.63569535156997,14909,Eunomia
5,345.3141683778234,Female,30-39,2001,14.479568050996622,14909,Eunomia
-5,253.36344969199178,Male,40-49,1999,-19.734496061205306,14909,Eunomia
-5,352.08213552361394,Female,30-39,1999,-14.201231745439276,14909,Eunomia
-5,164.56673511293636,Male,40-49,1990,-30.382810940307444,14909,Eunomia
-5,284.9062286105407,Female,30-39,1989,-17.5496338721147,14909,Eunomia
-5,112.97741273100615,Male,40-49,1984,-44.25663395129044,14909,Eunomia
-5,81.07049965776865,Male,40-49,1981,-61.674715477356386,14909,Eunomia
-5,33.98494182067078,Female,40-49,1961,-147.12398292113105,14909,Eunomia
-5,48.02190280629706,Female,30-39,1948,-104.11915621436717,14909,Eunomia
-5,243.97809719370295,Female,30-39,1985,-20.493642902831237,14909,Eunomia
-5,126.82546201232033,Female,30-39,1975,-39.42426008678194,14909,Eunomia
-5,77.37987679671458,Male,30-39,1969,-64.61628277252944,14909,Eunomia
0,19.33744010951403,Male,70-79,2019,0,14909,Eunomia
0,193.06228610540725,Female,60-69,2018,0,14909,Eunomia
0,253.24572210814512,Female,50-59,2018,0,14909,Eunomia
0,102.2094455852156,Male,70-79,2016,0,14909,Eunomia
0,32.34496919917864,Female,80-89,2016,0,14909,Eunomia
0,107.14579055441479,Female,70-79,2017,0,14909,Eunomia
0,251.82751540041068,Female,50-59,2010,0,14909,Eunomia
0,171.41683778234085,Male,50-59,2001,0,14909,Eunomia
0,18.26694045174538,Female,80-89,2010,0,14909,Eunomia
0,48.09856262833676,Male,70-79,2008,0,14909,Eunomia
0,211.854893908282,Female,50-59,2007,0,14909,Eunomia
0,125.91375770020534,Male,60-69,2007,0,14909,Eunomia
0,37.973990417522245,Male,70-79,2007,0,14909,Eunomia
0,139.90417522245036,Male,50-59,1999,0,14909,Eunomia
0,117.28405201916496,Female,60-69,2008,0,14909,Eunomia
0,35.97535934291581,Female,70-79,2005,0,14909,Eunomia
0,20.985626283367555,Female,80-89,2005,0,14909,Eunomia
0,98.20123203285421,Female,60-69,2004,0,14909,Eunomia
0,84.94182067077344,Male,60-69,2002,0,14909,Eunomia
0,22.98425735797399,Female,70-79,2001,0,14909,Eunomia
0,57.960301163586585,Male,60-69,1999,0,14909,Eunomia
0,22.04517453798768,Female,70-79,2000,0,14909,Eunomia
0,29.97946611909651,Male,40-49,1959,0,14909,Eunomia
0,34.34907597535934,Female,70-79,1998,0,14909,Eunomia
0,42.08624229979466,Female,60-69,1996,0,14909,Eunomia
0,32.97741273100616,Female,70-79,1997,0,14909,Eunomia
0,37.973990417522245,Female,60-69,1995,0,14909,Eunomia
0,80.58042436687201,Female,50-59,1992,0,14909,Eunomia
0,58.959616700889804,Male,50-59,1989,0,14909,Eunomia
0,24.982888432580424,Female,60-69,1990,0,14909,Eunomia
0,38.97330595482546,Male,50-59,1987,0,14909,Eunomia
0,38.97330595482546,Female,50-59,1985,0,14909,Eunomia
0,27.055441478439427,Female,50-59,1984,0,14909,Eunomia
0,22.98425735797399,Female,50-59,1983,0,14909,Eunomia
0,107.92607802874743,Male,40-49,1983,0,14909,Eunomia
0,26.053388090349078,Female,50-59,1980,0,14909,Eunomia
0,34.97604380561259,Female,50-59,1977,0,14909,Eunomia
0,106.92676249144422,Female,30-39,1973,0,14909,Eunomia
0,6.206707734428473,Male,80-89,2019,0,14909,Eunomia
0,31.980835044490075,Female,80-89,1996,0,14909,Eunomia
0,21.75770020533881,Male,80-89,2015,0,14909,Eunomia
0,31.978097193702943,Female,70-79,1983,0,14909,Eunomia
0,16.810403832991103,Male,80-89,2014,0,14909,Eunomia
0,31.978097193702943,Female,60-69,1981,0,14909,Eunomia
0,24.930869267624914,Female,80-89,2001,0,14909,Eunomia
0,41.08418891170431,Female,60-69,1976,0,14909,Eunomia
0,93.4072553045859,Female,70-79,2015,0,14909,Eunomia
0,13.990417522245037,Female,80-89,1989,0,14909,Eunomia
0,30.06160164271047,Male,70-79,1992,0,14909,Eunomia
0,31.06365503080082,Male,60-69,1984,0,14909,Eunomia
0,30.978781656399725,Male,40-49,1971,0,14909,Eunomia
0,25.982203969883642,Male,40-49,1969,0,14909,Eunomia
0,34.06981519507187,Female,30-39,1960,0,14909,Eunomia
0,15.989048596851472,Male,90-99,2007,0,14909,Eunomia
0,7.994524298425736,Male,90-99,2002,0,14909,Eunomia
0,27.561943874058862,Male,70-79,1990,0,14909,Eunomia
0,18.986995208761122,Male,80-89,1997,0,14909,Eunomia
0,17.987679671457904,Male,80-89,1995,0,14909,Eunomia
0,-5,Male,80-89,1990,0,14909,Eunomia
0,19.039014373716633,Male,70-79,1984,0,14909,Eunomia
0,5.9958932238193015,Male,70-79,1981,0,14909,Eunomia
0,-5,Male,60-69,1970,0,14909,Eunomia
0,-5,Male,40-49,1950,0,14909,Eunomia
0,22.98425735797399,Male,30-39,1945,0,14909,Eunomia
0,210.85557837097878,Female,30-39,1983,0,14909,Eunomia
0,17.916495550992472,Female,100-109,2018,0,14909,Eunomia
0,13.990417522245037,Male,90-99,2014,0,14909,Eunomia
0,16.98836413415469,Female,90-99,2005,0,14909,Eunomia
0,11.477070499657769,Male,90-99,2018,0,14909,Eunomia
0,20.985626283367555,Male,70-79,1999,0,14909,Eunomia
0,37.973990417522245,Male,30-39,1953,0,14909,Eunomia
0,48.96646132785763,Female,30-39,1946,0,14909,Eunomia
0,38.67488021902806,Male,0-9,1922,0,14909,Eunomia
0,236.7173169062286,Female,0-9,1982,0,14909,Eunomia
0,347.4140999315537,Female,0-9,1974,0,14909,Eunomia
0,31.159479808350444,Female,0-9,1934,0,14909,Eunomia
0,46.52703627652293,Female,0-9,1929,0,14909,Eunomia
0,200.40793976728267,Female,0-9,1953,0,14909,Eunomia
0,346.3874058863792,Female,0-9,1968,0,14909,Eunomia
0,193.50034223134838,Male,0-9,1951,0,14909,Eunomia
0,318.403832991102,Male,0-9,1963,0,14909,Eunomia
0,60.355920602327174,Male,0-9,1938,0,14909,Eunomia
0,112.82135523613962,Male,0-9,1943,0,14909,Eunomia
0,41.412731006160165,Female,0-9,1914,0,14909,Eunomia
0,36.720054757015745,Male,0-9,1931,0,14909,Eunomia
0,50.209445585215605,Female,0-9,1936,0,14909,Eunomia
0,34.562628336755644,Female,0-9,1912,0,14909,Eunomia
0,29.034907597535934,Male,0-9,1935,0,14909,Eunomia
0,27.186858316221766,Male,0-9,1932,0,14909,Eunomia
0,39.474332648870636,Female,0-9,1913,0,14909,Eunomia
0,50.965092402464066,Female,0-9,1918,0,14909,Eunomia
0,134.56262833675564,Male,0-9,1946,0,14909,Eunomia
0,26.38466803559206,Male,0-9,1933,0,14909,Eunomia
0,111.9233401779603,Female,0-9,1987,0,14909,Eunomia
0,42.34360027378508,Female,0-9,1921,0,14909,Eunomia
0,355.75633127994524,Male,10-19,1977,0,14909,Eunomia
0,293.7987679671458,Female,10-19,1969,0,14909,Eunomia
0,256.8240930869268,Female,10-19,1966,0,14909,Eunomia
0,337.76865160848735,Male,10-19,1985,0,14909,Eunomia
0,347.71252566735114,Male,10-19,1984,0,14909,Eunomia
0,375.7426420260096,Female,10-19,1982,0,14909,Eunomia
0,211.854893908282,Female,10-19,1993,0,14909,Eunomia
0,36.97467488021903,Male,10-19,1941,0,14909,Eunomia
0,37.07597535934291,Female,10-19,1940,0,14909,Eunomia
0,38.97330595482546,Female,10-19,1922,0,14909,Eunomia
0,327.7754962354552,Female,10-19,1971,0,14909,Eunomia
0,33.97672826830938,Male,10-19,1931,0,14909,Eunomia
0,38.97330595482546,Female,10-19,1929,0,14909,Eunomia
0,143.2936344969199,Female,10-19,1996,0,14909,Eunomia
0,80.94455852156058,Female,10-19,1998,0,14909,Eunomia
0,59.95893223819302,Male,10-19,1999,0,14909,Eunomia
0,355.75633127994524,Male,20-29,1987,0,14909,Eunomia
0,177.87816563997262,Female,20-29,1971,0,14909,Eunomia
0,354.757015742642,Female,20-29,1990,0,14909,Eunomia
0,302.6201232032854,Male,20-29,1980,0,14909,Eunomia
0,32.97741273100616,Female,20-29,1953,0,14909,Eunomia
0,101.93018480492813,Female,20-29,1962,0,14909,Eunomia
0,346.76249144421627,Male,20-29,1994,0,14909,Eunomia
0,346.76249144421627,Female,20-29,1983,0,14909,Eunomia
0,13.026694045174539,Male,20-29,1932,0,14909,Eunomia
0,197.40451745379877,Female,20-29,1972,0,14909,Eunomia
0,376.77207392197124,Female,20-29,1992,0,14909,Eunomia
0,351.75906913073237,Female,20-29,1995,0,14909,Eunomia
0,156.89253935660506,Female,20-29,1970,0,14909,Eunomia
0,89.18275154004107,Female,20-29,1960,0,14909,Eunomia
0,58.959616700889804,Female,20-29,1957,0,14909,Eunomia
0,142.90212183436003,Female,20-29,1967,0,14909,Eunomia
0,326.77618069815196,Female,20-29,1982,0,14909,Eunomia
0,23.983572895277206,Male,20-29,1934,0,14909,Eunomia
0,23.983572895277206,Male,20-29,1935,0,14909,Eunomia
0,52.106776180698155,Female,20-29,1940,0,14909,Eunomia
0,79.16221765913758,Male,20-29,2008,0,14909,Eunomia
0,59.95893223819302,Male,20-29,2009,0,14909,Eunomia
0,42.97056810403833,Male,20-29,2010,0,14909,Eunomia
0,12.991101984941821,Male,30-39,1942,0,14909,Eunomia
0,29.97946611909651,Male,30-39,1962,0,14909,Eunomia
0,15.989048596851472,Female,10-19,2002,0,14909,Eunomia
0,-5,Female,20-29,2014,0,14909,Eunomia
0,17.034907597535934,Male,20-29,2012,0,14909,Eunomia
0,-5,Male,20-29,2015,0,14909,Eunomia
0,-5,Male,100-109,2009,0,14909,Eunomia
0,36.11772758384668,Male,60-69,2019,0,14909,Eunomia
0,28.057494866529773,Male,60-69,1980,0,14909,Eunomia
0,271.6851471594798,Female,50-59,2016,0,14909,Eunomia
0,16.98836413415469,Female,90-99,2015,0,14909,Eunomia
0,159.12662559890487,Female,60-69,2012,0,14909,Eunomia
0,18.986995208761122,Male,60-69,1974,0,14909,Eunomia
0,252.8268309377139,Male,50-59,2011,0,14909,Eunomia
0,31.06365503080082,Male,50-59,1972,0,14909,Eunomia
0,211.36481861738534,Female,50-59,2006,0,14909,Eunomia
0,30.978781656399725,Male,70-79,2006,0,14909,Eunomia
0,107.92607802874743,Female,60-69,2006,0,14909,Eunomia
0,55.96167008898015,Female,60-69,1998,0,14909,Eunomia
0,120.91718001368925,Female,50-59,1998,0,14909,Eunomia
0,102.67488021902807,Male,50-59,1993,0,14909,Eunomia
0,25.982203969883642,Female,60-69,1991,0,14909,Eunomia
0,71.95071868583162,Female,50-59,1990,0,14909,Eunomia
0,77.15811088295688,Female,40-49,1980,0,14909,Eunomia
0,69.95208761122518,Female,40-49,1979,0,14909,Eunomia
0,42.97056810403833,Male,40-49,1977,0,14909,Eunomia
0,36.97467488021903,Female,50-59,1978,0,14909,Eunomia
0,85.94113620807666,Female,30-39,1970,0,14909,Eunomia
0,32.97741273100616,Female,40-49,1966,0,14909,Eunomia
0,39.08008213552361,Female,70-79,1988,0,14909,Eunomia
0,17.987679671457904,Female,90-99,2011,0,14909,Eunomia
0,40.9719370294319,Female,70-79,1986,0,14909,Eunomia
0,31.978097193702943,Female,70-79,1982,0,14909,Eunomia
0,18.036960985626283,Male,80-89,2012,0,14909,Eunomia
0,29.97946611909651,Female,60-69,1979,0,14909,Eunomia
0,30.795345653661876,Female,80-89,2000,0,14909,Eunomia
0,33.97672826830938,Female,50-59,1973,0,14909,Eunomia
0,35.07186858316222,Female,50-59,1964,0,14909,Eunomia
0,42.08624229979466,Female,40-49,1956,0,14909,Eunomia
0,28.980150581793293,Male,70-79,1993,0,14909,Eunomia
0,33.97672826830938,Male,50-59,1975,0,14909,Eunomia
0,24.982888432580424,Male,60-69,1989,0,14909,Eunomia
0,33.97672826830938,Male,60-69,1985,0,14909,Eunomia
0,34.97604380561259,Male,40-49,1965,0,14909,Eunomia
0,34.97604380561259,Male,30-39,1961,0,14909,Eunomia
0,28.980150581793293,Male,30-39,1959,0,14909,Eunomia
0,44.969199178644764,Female,30-39,1957,0,14909,Eunomia
0,20.695414099931554,Male,80-89,2007,0,14909,Eunomia
0,24.479123887748116,Male,80-89,2006,0,14909,Eunomia
0,22.98425735797399,Male,80-89,2003,0,14909,Eunomia
0,22.98425735797399,Male,80-89,1998,0,14909,Eunomia
0,17.034907597535934,Male,90-99,2004,0,14909,Eunomia
0,-5,Male,90-99,2001,0,14909,Eunomia
0,20.985626283367555,Male,70-79,1987,0,14909,Eunomia
0,15.989048596851472,Male,60-69,1973,0,14909,Eunomia
0,10.992470910335387,Male,50-59,1962,0,14909,Eunomia
0,-5,Male,50-59,1960,0,14909,Eunomia
0,20.985626283367555,Male,40-49,1955,0,14909,Eunomia
0,6.995208761122519,Male,40-49,1951,0,14909,Eunomia
0,-5,Male,100-109,2019,0,14909,Eunomia
0,13.990417522245037,Female,100-109,2013,0,14909,Eunomia
0,10.992470910335387,Female,100-109,2011,0,14909,Eunomia
0,13.990417522245037,Female,90-99,2003,0,14909,Eunomia
0,18.636550308008214,Male,80-89,2011,0,14909,Eunomia
0,26.053388090349078,Male,30-39,1964,0,14909,Eunomia
0,39.08008213552361,Male,30-39,1952,0,14909,Eunomia
0,-5,Female,110-119,2018,0,14909,Eunomia
0,8.993839835728952,Female,100-109,2010,0,14909,Eunomia
0,-5,Female,70-79,1978,0,14909,Eunomia
0,336.0109514031485,Female,0-9,1971,0,14909,Eunomia
0,331.08008213552364,Female,0-9,1976,0,14909,Eunomia
0,338.7022587268994,Male,0-9,1969,0,14909,Eunomia
0,208.59958932238192,Female,0-9,1954,0,14909,Eunomia
0,33.711156741957566,Male,0-9,1919,0,14909,Eunomia
0,149.31416837782342,Male,0-9,1948,0,14909,Eunomia
0,48.054757015742645,Female,0-9,1916,0,14909,Eunomia
0,10.76249144421629,Female,0-9,1909,0,14909,Eunomia
0,257.56331279945243,Female,0-9,1958,0,14909,Eunomia
0,319.7371663244353,Female,0-9,1977,0,14909,Eunomia
0,226.3901437371663,Female,0-9,1955,0,14909,Eunomia
0,82.78165639972622,Female,0-9,1940,0,14909,Eunomia
0,52.8870636550308,Female,0-9,1917,0,14909,Eunomia
0,234.8829568788501,Male,0-9,1981,0,14909,Eunomia
0,126.01232032854209,Male,0-9,1945,0,14909,Eunomia
0,185.03490759753595,Female,0-9,1984,0,14909,Eunomia
0,56.5284052019165,Female,0-9,1937,0,14909,Eunomia
0,137.305954825462,Female,0-9,1947,0,14909,Eunomia
0,40.20807665982204,Male,0-9,1926,0,14909,Eunomia
0,79.16221765913758,Male,0-9,1988,0,14909,Eunomia
0,64.9555099247091,Female,0-9,1989,0,14909,Eunomia
0,42.97056810403833,Male,0-9,1990,0,14909,Eunomia
0,43.95893223819302,Female,0-9,1924,0,14909,Eunomia
0,27.980835044490075,Male,0-9,1991,0,14909,Eunomia
0,44.969199178644764,Female,0-9,1925,0,14909,Eunomia
0,356.7556468172485,Male,10-19,1979,0,14909,Eunomia
0,221.84804928131416,Male,10-19,1962,0,14909,Eunomia
0,266.81724845995893,Male,10-19,1967,0,14909,Eunomia
0,214.85284052019165,Female,10-19,1963,0,14909,Eunomia
0,144.90075290896647,Female,10-19,1959,0,14909,Eunomia
0,31.978097193702943,Female,10-19,1921,0,14909,Eunomia
0,96.93360711841204,Male,10-19,1951,0,14909,Eunomia
0,209.42915811088295,Male,10-19,1992,0,14909,Eunomia
0,125.91375770020534,Female,10-19,1954,0,14909,Eunomia
0,280.80766598220396,Male,10-19,1989,0,14909,Eunomia
0,275.8110882956879,Female,10-19,1991,0,14909,Eunomia
0,29.97946611909651,Male,10-19,1942,0,14909,Eunomia
0,85.94113620807666,Male,10-19,1950,0,14909,Eunomia
0,24.04928131416838,Male,10-19,1924,0,14909,Eunomia
0,51.964407939767284,Female,10-19,1930,0,14909,Eunomia
0,111.9233401779603,Female,10-19,1997,0,14909,Eunomia
0,30.978781656399725,Male,10-19,1939,0,14909,Eunomia
0,34.97604380561259,Female,20-29,1954,0,14909,Eunomia
0,362.75154004106776,Female,20-29,1989,0,14909,Eunomia
0,310.7871321013005,Male,20-29,1981,0,14909,Eunomia
0,128.91170431211498,Female,20-29,1965,0,14909,Eunomia
0,316.7830253251198,Female,20-29,1999,0,14909,Eunomia
0,334.7707049965777,Female,20-29,1997,0,14909,Eunomia
0,357.75496235455165,Male,20-29,1993,0,14909,Eunomia
0,36.97467488021903,Female,20-29,1950,0,14909,Eunomia
0,330.6776180698152,Male,20-29,1996,0,14909,Eunomia
0,164.33675564681724,Male,20-29,2004,0,14909,Eunomia
0,264.5420944558522,Male,20-29,1976,0,14909,Eunomia
0,141.9028062970568,Male,20-29,1966,0,14909,Eunomia
0,144.90075290896647,Male,20-29,2005,0,14909,Eunomia
0,38.97330595482546,Female,20-29,1939,0,14909,Eunomia
0,120.91718001368925,Male,20-29,2006,0,14909,Eunomia
0,111.9233401779603,Female,20-29,2007,0,14909,Eunomia
0,27.980835044490075,Male,20-29,1937,0,14909,Eunomia
0,52.9637234770705,Male,30-39,1967,0,14909,Eunomia
0,18.986995208761122,Male,30-39,1943,0,14909,Eunomia
0,48.96646132785763,Female,10-19,1938,0,14909,Eunomia
0,46.9678302532512,Female,20-29,1947,0,14909,Eunomia
0,5.0102669404517455,Male,10-19,1920,0,14909,Eunomia
0,-5,Male,50-59,1959,0,14909,Eunomia
0,-5,Male,70-79,1979,0,14909,Eunomia
0,43.29363449691992,Female,50-59,2019,0,14909,Eunomia
0,144.96919917864477,Male,60-69,2010,0,14909,Eunomia
0,-5,Female,90-99,2019,0,14909,Eunomia
0,201.80971937029432,Male,60-69,2017,0,14909,Eunomia
0,30.978781656399725,Male,80-89,2017,0,14909,Eunomia
0,200.18891170431212,Male,60-69,2016,0,14909,Eunomia
