cohort_id,time_id,covariate_id,sum_value,mean,sd,database_id
14909,1,4059173101,24,0.05,0.2182,Eunomia
17493,10,4134304101,43,0.09,0.2859,Eunomia
14909,1,257012101,71,0.148,0.3553,Eunomia
17492,10,4043241101,6,0.013,0.1112,Eunomia
17493,1,4278672101,33,0.069,0.2533,Eunomia
14909,1,378001101,71,0.148,0.3553,Eunomia
17492,1,134438101,15,0.031,0.1742,Eunomia
17492,1,440086101,22,0.046,0.2093,Eunomia
17493,1,4296205101,18,0.038,0.1902,Eunomia
14909,10,4230399101,12,0.025,0.1563,Eunomia
17492,10,4152936101,49,0.102,0.303,Eunomia
17493,1,195588101,38,0.079,0.2703,Eunomia
14909,1,372328101,44,0.092,0.2888,Eunomia
17492,10,4149245101,10,0.021,0.143,Eunomia
14909,5,30753101,45,0.094,0.2918,Eunomia
17492,10,375671101,37,0.077,0.267,Eunomia
17493,2,4285898101,110,0.23,0.4206,Eunomia
14909,10,78272101,87,0.182,0.3855,Eunomia
17493,1,4294548101,61,0.127,0.3334,Eunomia
14909,10,4152936101,49,0.102,0.303,Eunomia
17492,4,4266809101,46,0.096,0.2946,Eunomia
17493,10,4056621101,8,0.017,0.1282,Eunomia
14909,1,80180101,479,1,0,Eunomia
17492,1,4278672101,33,0.069,0.2533,Eunomia
17493,10,4310024101,128,0.267,0.4425,Eunomia
14909,1,4283893101,80,0.167,0.373,Eunomia
17492,9,28060101,5,-0.0104,0,Eunomia
17493,1,257012101,71,0.148,0.3553,Eunomia
14909,10,4285898101,113,0.236,0.4246,Eunomia
17492,6,80180101,159,0.332,0.4709,Eunomia
17493,1,4027663101,266,0.555,0.4969,Eunomia
14909,10,81151101,174,0.363,0.4809,Eunomia
17492,2,81893101,13,0.027,0.1625,Eunomia
17493,1,80180101,479,1,0,Eunomia
14909,10,260139101,424,0.885,0.3188,Eunomia
17492,10,4056621101,8,0.017,0.1282,Eunomia
14909,1,4027663101,266,0.555,0.4969,Eunomia
17492,10,30753101,134,0.28,0.4489,Eunomia
14909,1,4266809101,139,0.29,0.4538,Eunomia
17492,1,4134304101,36,0.075,0.2636,Eunomia
17492,10,80180101,479,1,0,Eunomia
17492,1,260139101,356,0.743,0.4369,Eunomia
17492,10,4296204101,50,0.104,0.3058,Eunomia
17492,10,192671101,479,1,0,Eunomia
17492,1,4310024101,128,0.267,0.4425,Eunomia
14909,10,258780101,8,0.017,0.1282,Eunomia
17492,1,4116491101,45,0.094,0.2918,Eunomia
17493,5,260139101,13,0.027,0.1625,Eunomia
14909,10,4035415101,10,0.021,0.143,Eunomia
17493,1,261325101,10,0.021,0.143,Eunomia
14909,1,261325101,10,0.021,0.143,Eunomia
17492,10,4035415101,10,0.021,0.143,Eunomia
14909,2,81151101,5,-0.0104,0,Eunomia
17492,10,40479768101,6,0.013,0.1112,Eunomia
17493,1,4001336101,6,0.013,0.1112,Eunomia
14909,10,4001336101,8,0.017,0.1282,Eunomia
17493,10,4109685101,66,0.138,0.3447,Eunomia
14909,10,4094814101,7,0.015,0.12,Eunomia
17493,10,4329847101,10,0.021,0.143,Eunomia
14909,2,260139101,15,0.031,0.1742,Eunomia
17492,1,317576101,9,0.019,0.1358,Eunomia
14909,1,381316101,9,0.019,0.1358,Eunomia
17492,9,260139101,19,0.04,0.1952,Eunomia
17493,1,4113008101,50,0.104,0.3058,Eunomia
14909,3,4112343101,15,0.031,0.1742,Eunomia
17493,1,4237458101,32,0.067,0.2497,Eunomia
14909,1,440086101,22,0.046,0.2093,Eunomia
17492,10,4296205101,28,0.058,0.2346,Eunomia
17493,1,439777101,10,0.021,0.143,Eunomia
14909,10,317576101,28,0.058,0.2346,Eunomia
17492,1,261325101,10,0.021,0.143,Eunomia
17493,10,4285898101,113,0.236,0.4246,Eunomia
14909,1,4113008101,50,0.104,0.3058,Eunomia
17492,2,30753101,45,0.094,0.2918,Eunomia
17493,10,4059173101,36,0.075,0.2636,Eunomia
17492,10,378001101,102,0.213,0.4094,Eunomia
17493,10,78272101,87,0.182,0.3855,Eunomia
14909,10,375671101,37,0.077,0.267,Eunomia
17492,1,321042101,10,0.021,0.143,Eunomia
17493,10,321042101,15,0.031,0.1742,Eunomia
14909,1,4296205101,18,0.038,0.1902,Eunomia
17492,5,4285898101,110,0.23,0.4206,Eunomia
17493,1,4266809101,139,0.29,0.4538,Eunomia
14909,1,4278672101,33,0.069,0.2533,Eunomia
14909,5,40481087101,47,0.098,0.2975,Eunomia
17492,3,4266809101,139,0.29,0.4538,Eunomia
14909,2,4285898101,110,0.23,0.4206,Eunomia
17492,1,4218389101,68,0.142,0.349,Eunomia
14909,10,4056621101,8,0.017,0.1282,Eunomia
17492,5,40481087101,47,0.098,0.2975,Eunomia
14909,10,4109685101,66,0.138,0.3447,Eunomia
17492,2,80180101,479,1,0,Eunomia
14909,1,40479422101,8,0.017,0.1282,Eunomia
17492,2,192671101,479,1,0,Eunomia
14909,1,4294548101,61,0.127,0.3334,Eunomia
17492,1,4113008101,50,0.104,0.3058,Eunomia
14909,1,81893101,130,0.271,0.4447,Eunomia
17492,10,4294548101,100,0.209,0.4064,Eunomia
17492,1,28060101,156,0.326,0.4686,Eunomia
17493,10,4029498101,6,0.013,0.1112,Eunomia
17492,10,4146173101,33,0.069,0.2533,Eunomia
17492,10,81893101,130,0.271,0.4447,Eunomia
17492,1,4156265101,31,0.065,0.246,Eunomia
17492,3,4112343101,15,0.031,0.1742,Eunomia
17493,10,80502101,7,0.015,0.12,Eunomia
14909,9,81151101,6,0.013,0.1112,Eunomia
17492,1,4035415101,6,0.013,0.1112,Eunomia
14909,1,4035415101,6,0.013,0.1112,Eunomia
14909,10,40479768101,6,0.013,0.1112,Eunomia
17493,10,4149245101,10,0.021,0.143,Eunomia
14909,1,375671101,25,0.052,0.2224,Eunomia
14909,1,4001336101,6,0.013,0.1112,Eunomia
17492,2,260139101,15,0.031,0.1742,Eunomia
17493,3,4112343101,15,0.031,0.1742,Eunomia
17493,1,4109685101,45,0.094,0.2918,Eunomia
14909,10,261325101,17,0.035,0.185,Eunomia
17493,10,261325101,17,0.035,0.185,Eunomia
17493,10,4237458101,49,0.102,0.303,Eunomia
14909,10,440086101,22,0.046,0.2093,Eunomia
17493,10,439777101,12,0.025,0.1563,Eunomia
17492,10,261325101,17,0.035,0.185,Eunomia
14909,1,4109685101,45,0.094,0.2918,Eunomia
17492,10,4156265101,53,0.111,0.3137,Eunomia
17493,1,4059173101,24,0.05,0.2182,Eunomia
14909,3,30753101,6,0.013,0.1112,Eunomia
17492,10,258780101,8,0.017,0.1282,Eunomia
17493,1,321042101,10,0.021,0.143,Eunomia
17492,10,321042101,15,0.031,0.1742,Eunomia
17493,6,4266809101,46,0.096,0.2946,Eunomia
17492,1,4294548101,61,0.127,0.3334,Eunomia
17493,7,192671101,479,1,0,Eunomia
14909,10,40479422101,16,0.033,0.1797,Eunomia
17492,10,4218389101,93,0.194,0.3955,Eunomia
17493,5,30753101,45,0.094,0.2918,Eunomia
14909,10,4296205101,28,0.058,0.2346,Eunomia
17492,1,4296205101,18,0.038,0.1902,Eunomia
17493,5,40481087101,47,0.098,0.2975,Eunomia
14909,10,80502101,7,0.015,0.12,Eunomia
17492,1,4146173101,19,0.04,0.1952,Eunomia
17493,4,192671101,479,1,0,Eunomia
14909,10,4113008101,81,0.169,0.3748,Eunomia
17492,10,317576101,28,0.058,0.2346,Eunomia
17493,2,80180101,479,1,0,Eunomia
14909,1,317576101,9,0.019,0.1358,Eunomia
17492,10,4113008101,81,0.169,0.3748,Eunomia
17493,10,4001336101,8,0.017,0.1282,Eunomia
14909,2,4266809101,139,0.29,0.4538,Eunomia
17492,1,378001101,71,0.148,0.3553,Eunomia
17493,10,4113008101,81,0.169,0.3748,Eunomia
14909,9,260139101,19,0.04,0.1952,Eunomia
17492,1,81893101,130,0.271,0.4447,Eunomia
17493,10,4266809101,139,0.29,0.4538,Eunomia
14909,3,192671101,479,1,0,Eunomia
17492,10,28060101,199,0.415,0.4928,Eunomia
17493,1,78272101,68,0.142,0.349,Eunomia
14909,2,80180101,479,1,0,Eunomia
17493,1,4285898101,113,0.236,0.4246,Eunomia
14909,10,4294548101,100,0.209,0.4064,Eunomia
14909,1,4056621101,6,0.013,0.1112,Eunomia
14909,10,381316101,32,0.067,0.2497,Eunomia
17492,8,40481087101,5,-0.0104,0,Eunomia
14909,10,81893101,130,0.271,0.4447,Eunomia
17492,10,313217101,11,0.023,0.1498,Eunomia
14909,10,4278672101,44,0.092,0.2888,Eunomia
17492,1,4142905101,22,0.046,0.2093,Eunomia
17492,10,381316101,32,0.067,0.2497,Eunomia
17492,1,4155034101,36,0.075,0.2636,Eunomia
17492,1,4059173101,24,0.05,0.2182,Eunomia
17492,5,260139101,13,0.027,0.1625,Eunomia
17492,9,40481087101,38,0.079,0.2703,Eunomia
17492,10,4266809101,139,0.29,0.4538,Eunomia
17493,1,381316101,9,0.019,0.1358,Eunomia
17492,10,81151101,174,0.363,0.4809,Eunomia
17493,3,4285898101,37,0.077,0.267,Eunomia
17492,6,4266809101,46,0.096,0.2946,Eunomia
17493,9,260139101,19,0.04,0.1952,Eunomia
17492,7,192671101,479,1,0,Eunomia
17493,1,440448101,13,0.027,0.1625,Eunomia
17492,4,80180101,159,0.332,0.4709,Eunomia
17493,2,40481087101,49,0.102,0.303,Eunomia
14909,1,4146173101,19,0.04,0.1952,Eunomia
17492,4,192671101,479,1,0,Eunomia
17493,2,30753101,45,0.094,0.2918,Eunomia
14909,1,4237458101,32,0.067,0.2497,Eunomia
17492,10,195588101,59,0.123,0.3286,Eunomia
17492,10,4029498101,6,0.013,0.1112,Eunomia
14909,10,439777101,12,0.025,0.1563,Eunomia
17492,10,4237458101,49,0.102,0.303,Eunomia
17493,1,440086101,22,0.046,0.2093,Eunomia
14909,8,40481087101,5,-0.0104,0,Eunomia
17492,1,4283893101,80,0.167,0.373,Eunomia
17493,10,4146173101,33,0.069,0.2533,Eunomia
14909,10,4155034101,55,0.115,0.3188,Eunomia
17492,10,257012101,106,0.221,0.4151,Eunomia
17493,10,313217101,11,0.023,0.1498,Eunomia
14909,10,4156265101,53,0.111,0.3137,Eunomia
17492,1,4112343101,392,0.818,0.3855,Eunomia
17493,5,80180101,320,0.668,0.4709,Eunomia
14909,5,4266809101,93,0.194,0.3955,Eunomia
17493,10,134438101,15,0.031,0.1742,Eunomia
14909,9,40481087101,38,0.079,0.2703,Eunomia
17493,10,4116491101,76,0.159,0.3654,Eunomia
14909,5,80180101,320,0.668,0.4709,Eunomia
17493,10,81893101,130,0.271,0.4447,Eunomia
14909,10,4142905101,27,0.056,0.2306,Eunomia
17493,1,375671101,25,0.052,0.2224,Eunomia
14909,10,195588101,59,0.123,0.3286,Eunomia
17493,1,81151101,111,0.232,0.4219,Eunomia
14909,10,440448101,17,0.035,0.185,Eunomia
17493,1,4112343101,392,0.818,0.3855,Eunomia
14909,1,4310024101,128,0.267,0.4425,Eunomia
17493,1,28060101,156,0.326,0.4686,Eunomia
14909,10,4112343101,433,0.904,0.2946,Eunomia
14909,10,4116491101,76,0.159,0.3654,Eunomia
14909,10,28060101,199,0.415,0.4928,Eunomia
17492,10,4094814101,7,0.015,0.12,Eunomia
14909,1,192671101,479,1,0,Eunomia
14909,1,30753101,134,0.28,0.4489,Eunomia
17492,1,381316101,9,0.019,0.1358,Eunomia
17493,10,440086101,22,0.046,0.2093,Eunomia
17492,10,4059173101,36,0.075,0.2636,Eunomia
17493,2,260139101,15,0.031,0.1742,Eunomia
17492,1,81151101,111,0.232,0.4219,Eunomia
14909,1,439777101,10,0.021,0.143,Eunomia
17492,2,4285898101,110,0.23,0.4206,Eunomia
14909,5,81151101,5,-0.0104,0,Eunomia
17492,10,4142905101,27,0.056,0.2306,Eunomia
17493,9,40481087101,38,0.079,0.2703,Eunomia
14909,5,260139101,13,0.027,0.1625,Eunomia
17492,1,4237458101,32,0.067,0.2497,Eunomia
17493,1,134438101,15,0.031,0.1742,Eunomia
14909,1,440448101,13,0.027,0.1625,Eunomia
17492,5,30753101,45,0.094,0.2918,Eunomia
17493,3,4266809101,139,0.29,0.4538,Eunomia
14909,1,4116491101,45,0.094,0.2918,Eunomia
17492,2,40481087101,49,0.102,0.303,Eunomia
17493,10,381316101,32,0.067,0.2497,Eunomia
17492,5,80180101,320,0.668,0.4709,Eunomia
17493,1,4146173101,19,0.04,0.1952,Eunomia
14909,1,4155034101,36,0.075,0.2636,Eunomia
17492,10,4283893101,123,0.257,0.4369,Eunomia
14909,10,4237458101,49,0.102,0.303,Eunomia
17492,1,4266809101,139,0.29,0.4538,Eunomia
17493,4,80180101,159,0.332,0.4709,Eunomia
14909,10,4310024101,128,0.267,0.4425,Eunomia
17492,10,4155034101,55,0.115,0.3188,Eunomia
17493,8,40481087101,5,-0.0104,0,Eunomia
14909,1,4156265101,31,0.065,0.246,Eunomia
17492,10,4112343101,433,0.904,0.2946,Eunomia
17493,2,192671101,479,1,0,Eunomia
14909,4,4266809101,46,0.096,0.2946,Eunomia
17492,1,257012101,71,0.148,0.3553,Eunomia
17493,1,81893101,130,0.271,0.4447,Eunomia
14909,2,40481087101,49,0.102,0.303,Eunomia
17492,1,195588101,38,0.079,0.2703,Eunomia
17493,10,440448101,17,0.035,0.185,Eunomia
14909,5,4285898101,110,0.23,0.4206,Eunomia
17493,10,28060101,199,0.415,0.4928,Eunomia
14909,4,80180101,159,0.332,0.4709,Eunomia
17493,10,375671101,37,0.077,0.267,Eunomia
14909,1,195588101,38,0.079,0.2703,Eunomia
17493,1,4116491101,45,0.094,0.2918,Eunomia
14909,1,4142905101,22,0.046,0.2093,Eunomia
17493,10,81151101,174,0.363,0.4809,Eunomia
14909,10,4146173101,33,0.069,0.2533,Eunomia
17493,10,4112343101,433,0.904,0.2946,Eunomia
14909,10,30753101,134,0.28,0.4489,Eunomia
17492,1,4230399101,7,0.015,0.12,Eunomia
14909,1,28060101,156,0.326,0.4686,Eunomia
14909,10,192671101,479,1,0,Eunomia
14909,1,4112343101,392,0.818,0.3855,Eunomia
17493,1,4230399101,7,0.015,0.12,Eunomia
17493,2,28060101,6,0.013,0.1112,Eunomia
17493,2,81151101,5,-0.0104,0,Eunomia
17492,9,81151101,6,0.013,0.1112,Eunomia
17493,10,4094814101,7,0.015,0.12,Eunomia
14909,9,28060101,5,-0.0104,0,Eunomia
17492,10,439777101,12,0.025,0.1563,Eunomia
17493,10,317576101,28,0.058,0.2346,Eunomia
17492,3,260139101,5,-0.0104,0,Eunomia
17493,2,4112343101,29,0.061,0.2385,Eunomia
17492,10,40479422101,16,0.033,0.1797,Eunomia
17493,1,4152936101,32,0.067,0.2497,Eunomia
17492,1,440448101,13,0.027,0.1625,Eunomia
17493,4,4266809101,46,0.096,0.2946,Eunomia
17493,10,40479768101,6,0.013,0.1112,Eunomia
17492,10,4109685101,66,0.138,0.3447,Eunomia
17493,10,378001101,102,0.213,0.4094,Eunomia
14909,10,4149245101,10,0.021,0.143,Eunomia
17493,1,372328101,44,0.092,0.2888,Eunomia
14909,2,30753101,45,0.094,0.2918,Eunomia
17492,2,4112343101,29,0.061,0.2385,Eunomia
17493,1,4218389101,68,0.142,0.349,Eunomia
17492,5,81893101,13,0.027,0.1625,Eunomia
17492,10,372328101,61,0.127,0.3334,Eunomia
17493,5,4285898101,110,0.23,0.4206,Eunomia
17492,10,4285898101,113,0.236,0.4246,Eunomia
17493,3,80180101,479,1,0,Eunomia
14909,3,4266809101,139,0.29,0.4538,Eunomia
17492,10,4027663101,266,0.555,0.4969,Eunomia
17493,1,4283893101,80,0.167,0.373,Eunomia
14909,1,134438101,15,0.031,0.1742,Eunomia
17492,10,40481087101,472,0.985,0.12,Eunomia
17493,10,4156265101,53,0.111,0.3137,Eunomia
14909,1,4134304101,36,0.075,0.2636,Eunomia
17492,1,78272101,68,0.142,0.349,Eunomia
17493,10,192671101,479,1,0,Eunomia
14909,2,192671101,479,1,0,Eunomia
17493,10,260139101,424,0.885,0.3188,Eunomia
14909,9,4112343101,32,0.067,0.2497,Eunomia
17493,1,4296204101,32,0.067,0.2497,Eunomia
14909,3,80180101,479,1,0,Eunomia
17493,1,40481087101,453,0.946,0.2266,Eunomia
14909,10,313217101,11,0.023,0.1498,Eunomia
17493,1,30753101,134,0.28,0.4489,Eunomia
14909,1,321042101,10,0.021,0.143,Eunomia
14909,10,4218389101,93,0.194,0.3955,Eunomia
14909,10,40481087101,472,0.985,0.12,Eunomia
14909,10,4296204101,50,0.104,0.3058,Eunomia
17492,9,4112343101,32,0.067,0.2497,Eunomia
17493,9,81151101,6,0.013,0.1112,Eunomia
17492,3,30753101,6,0.013,0.1112,Eunomia
17493,9,28060101,5,-0.0104,0,Eunomia
17493,10,4043241101,6,0.013,0.1112,Eunomia
17492,10,80502101,7,0.015,0.12,Eunomia
17492,1,439777101,10,0.021,0.143,Eunomia
17493,1,4156265101,31,0.065,0.246,Eunomia
17492,5,28060101,6,0.013,0.1112,Eunomia
17493,9,4112343101,32,0.067,0.2497,Eunomia
17492,10,440448101,17,0.035,0.185,Eunomia
17493,5,4266809101,93,0.194,0.3955,Eunomia
14909,10,4029498101,6,0.013,0.1112,Eunomia
17493,1,378001101,71,0.148,0.3553,Eunomia
14909,2,28060101,6,0.013,0.1112,Eunomia
17492,2,4266809101,139,0.29,0.4538,Eunomia
17493,1,317576101,9,0.019,0.1358,Eunomia
14909,5,81893101,13,0.027,0.1625,Eunomia
17492,10,4230399101,12,0.025,0.1563,Eunomia
17493,10,4218389101,93,0.194,0.3955,Eunomia
17492,3,80180101,479,1,0,Eunomia
17493,2,81893101,13,0.027,0.1625,Eunomia
14909,3,260139101,5,-0.0104,0,Eunomia
17492,3,192671101,479,1,0,Eunomia
17493,10,4230399101,12,0.025,0.1563,Eunomia
14909,10,321042101,15,0.031,0.1742,Eunomia
17492,2,81151101,5,-0.0104,0,Eunomia
17493,10,30753101,134,0.28,0.4489,Eunomia
14909,2,4112343101,29,0.061,0.2385,Eunomia
17492,1,372328101,44,0.092,0.2888,Eunomia
17493,10,372328101,61,0.127,0.3334,Eunomia
14909,10,134438101,15,0.031,0.1742,Eunomia
17492,1,40479422101,8,0.017,0.1282,Eunomia
17493,10,4296204101,50,0.104,0.3058,Eunomia
14909,1,4218389101,68,0.142,0.349,Eunomia
17492,1,4285898101,113,0.236,0.4246,Eunomia
17493,10,40481087101,472,0.985,0.12,Eunomia
14909,3,4285898101,37,0.077,0.267,Eunomia
17492,10,78272101,87,0.182,0.3855,Eunomia
17493,10,4152936101,49,0.102,0.303,Eunomia
14909,10,4134304101,43,0.09,0.2859,Eunomia
17492,1,4109685101,45,0.094,0.2918,Eunomia
17493,10,4283893101,123,0.257,0.4369,Eunomia
14909,1,4296204101,32,0.067,0.2497,Eunomia
17492,1,4027663101,266,0.555,0.4969,Eunomia
17493,1,192671101,479,1,0,Eunomia
14909,1,40481087101,453,0.946,0.2266,Eunomia
17492,1,40481087101,453,0.946,0.2266,Eunomia
17493,1,260139101,356,0.743,0.4369,Eunomia
17493,10,1717327404,5,-0.0104,0,Eunomia
14909,1,1322184404,6,0.013,0.1112,Eunomia
17493,2,1759842404,10,0.021,0.143,Eunomia
17493,2,1177480404,7,0.015,0.12,Eunomia
17492,9,1729720404,5,-0.0104,0,Eunomia
17493,10,1768849404,10,0.021,0.143,Eunomia
14909,1,1589505404,7,0.015,0.12,Eunomia
14909,9,1759842404,6,0.013,0.1112,Eunomia
17493,1,914335404,10,0.021,0.143,Eunomia
14909,10,1778162404,9,0.019,0.1358,Eunomia
17492,10,1589505404,7,0.015,0.12,Eunomia
17493,9,1713332404,7,0.015,0.12,Eunomia
14909,10,1332418404,22,0.046,0.2093,Eunomia
17493,10,738818404,205,0.428,0.4948,Eunomia
14909,10,705944404,11,0.023,0.1498,Eunomia
17493,1,1322184404,6,0.013,0.1112,Eunomia
14909,4,1118084404,113,0.236,0.4246,Eunomia
17492,2,1177480404,7,0.015,0.12,Eunomia
17493,2,933724404,7,0.015,0.12,Eunomia
14909,3,1124300404,124,0.259,0.438,Eunomia
17492,5,1759842404,10,0.021,0.143,Eunomia
17493,9,1125315404,26,0.054,0.2266,Eunomia
14909,2,920293404,7,0.015,0.12,Eunomia
17492,1,975125404,11,0.023,0.1498,Eunomia
17493,10,1343916404,18,0.038,0.1902,Eunomia
14909,10,1515774404,39,0.081,0.2735,Eunomia
17492,9,1125315404,26,0.054,0.2266,Eunomia
17493,1,1332418404,6,0.013,0.1112,Eunomia
14909,1,933724404,74,0.154,0.3614,Eunomia
17492,1,1309944404,10,0.021,0.143,Eunomia
17493,1,19127890404,107,0.223,0.4165,Eunomia
14909,1,1125315404,421,0.879,0.3262,Eunomia
17492,10,705944404,11,0.023,0.1498,Eunomia
17493,10,1521369404,100,0.209,0.4064,Eunomia
17492,5,1124300404,78,0.163,0.3692,Eunomia
17493,1,1115008404,59,0.123,0.3286,Eunomia
17492,1,1115008404,59,0.123,0.3286,Eunomia
17493,10,1112807404,160,0.334,0.4716,Eunomia
17493,1,1503184404,95,0.198,0.3987,Eunomia
17492,1,920293404,74,0.154,0.3614,Eunomia
17493,1,1118084404,355,0.741,0.438,Eunomia
17492,1,1503184404,95,0.198,0.3987,Eunomia
17492,1,1118084404,355,0.741,0.438,Eunomia
14909,5,1759842404,10,0.021,0.143,Eunomia
17492,2,933724404,7,0.015,0.12,Eunomia
14909,10,1595799404,15,0.031,0.1742,Eunomia
17493,1,1347450404,6,0.013,0.1112,Eunomia
14909,10,1500211404,5,-0.0104,0,Eunomia
17492,9,1759842404,6,0.013,0.1112,Eunomia
14909,2,1118084404,355,0.741,0.438,Eunomia
17493,10,757627404,5,-0.0104,0,Eunomia
14909,6,1124300404,46,0.096,0.2946,Eunomia
17492,10,1310149404,11,0.023,0.1498,Eunomia
14909,10,1361711404,28,0.058,0.2346,Eunomia
17492,1,1361711404,9,0.019,0.1358,Eunomia
17493,5,1125315404,23,0.048,0.2138,Eunomia
14909,10,1124957404,52,0.109,0.3111,Eunomia
17492,10,1717327404,5,-0.0104,0,Eunomia
17493,5,1713332404,10,0.021,0.143,Eunomia
14909,10,19127890404,107,0.223,0.4165,Eunomia
17492,1,1738521404,9,0.019,0.1358,Eunomia
14909,1,914335404,10,0.021,0.143,Eunomia
17492,5,1729720404,6,0.013,0.1112,Eunomia
14909,1,1768849404,9,0.019,0.1358,Eunomia
17492,10,738818404,205,0.428,0.4948,Eunomia
14909,1,1729720404,159,0.332,0.4709,Eunomia
14909,1,1713332404,239,0.499,0.5,Eunomia
17493,1,1124300404,124,0.259,0.438,Eunomia
14909,1,1177480404,106,0.221,0.4151,Eunomia
17492,2,1713332404,10,0.021,0.143,Eunomia
17493,10,1174888404,47,0.098,0.2975,Eunomia
14909,10,1521369404,100,0.209,0.4064,Eunomia
17492,5,1125315404,23,0.048,0.2138,Eunomia
17493,1,920293404,74,0.154,0.3614,Eunomia
14909,10,1309944404,15,0.031,0.1742,Eunomia
17492,10,1332418404,22,0.046,0.2093,Eunomia
17493,1,1729720404,159,0.332,0.4709,Eunomia
14909,10,1124300404,124,0.259,0.438,Eunomia
17492,10,1728416404,10,0.021,0.143,Eunomia
14909,10,1174888404,47,0.098,0.2975,Eunomia
17492,10,1137529404,24,0.05,0.2182,Eunomia
14909,10,1326303404,11,0.023,0.1498,Eunomia
17492,1,1515774404,39,0.081,0.2735,Eunomia
17492,1,1102527404,39,0.081,0.2735,Eunomia
17492,10,1521369404,100,0.209,0.4064,Eunomia
17492,1,1174888404,23,0.048,0.2138,Eunomia
17493,3,1125315404,9,0.019,0.1358,Eunomia
17493,1,1500211404,5,-0.0104,0,Eunomia
14909,10,1728416404,10,0.021,0.143,Eunomia
17493,1,1738521404,9,0.019,0.1358,Eunomia
17492,1,1347450404,6,0.013,0.1112,Eunomia
17492,1,914335404,10,0.021,0.143,Eunomia
17493,10,975125404,12,0.025,0.1563,Eunomia
17493,10,1589505404,7,0.015,0.12,Eunomia
17492,10,1307863404,10,0.021,0.143,Eunomia
17493,10,1309944404,15,0.031,0.1742,Eunomia
14909,10,1717327404,5,-0.0104,0,Eunomia
17492,3,1125315404,9,0.019,0.1358,Eunomia
17493,10,1549786404,42,0.088,0.2828,Eunomia
14909,2,1713332404,10,0.021,0.143,Eunomia
17493,2,1729720404,6,0.013,0.1112,Eunomia
14909,2,1729720404,6,0.013,0.1112,Eunomia
17493,2,920293404,7,0.015,0.12,Eunomia
14909,1,975125404,11,0.023,0.1498,Eunomia
17492,4,1118084404,113,0.236,0.4246,Eunomia
17493,10,1545958404,5,-0.0104,0,Eunomia
17492,6,1124300404,46,0.096,0.2946,Eunomia
14909,2,1177480404,7,0.015,0.12,Eunomia
17492,10,1545958404,5,-0.0104,0,Eunomia
17492,10,1322184404,37,0.077,0.267,Eunomia
17493,4,1118084404,113,0.236,0.4246,Eunomia
14909,10,1102527404,60,0.125,0.331,Eunomia
17492,1,1768849404,9,0.019,0.1358,Eunomia
17493,2,1124300404,124,0.259,0.438,Eunomia
17492,1,933724404,74,0.154,0.3614,Eunomia
17493,1,1595799404,15,0.031,0.1742,Eunomia
14909,1,1549786404,42,0.088,0.2828,Eunomia
17492,10,1124300404,124,0.259,0.438,Eunomia
17493,1,1361711404,9,0.019,0.1358,Eunomia
14909,10,1119510404,205,0.428,0.4948,Eunomia
17492,10,1759842404,307,0.641,0.4797,Eunomia
17493,10,1515774404,39,0.081,0.2735,Eunomia
14909,1,1118084404,355,0.741,0.438,Eunomia
17492,1,1713332404,239,0.499,0.5,Eunomia
17493,1,1124957404,36,0.075,0.2636,Eunomia
17493,1,1137529404,11,0.023,0.1498,Eunomia
17493,1,705944404,11,0.023,0.1498,Eunomia
17492,10,1768849404,10,0.021,0.143,Eunomia
17492,5,920293404,7,0.015,0.12,Eunomia
14909,9,1729720404,5,-0.0104,0,Eunomia
14909,9,1177480404,9,0.019,0.1358,Eunomia
17493,10,1738521404,9,0.019,0.1358,Eunomia
14909,10,975125404,12,0.025,0.1563,Eunomia
14909,1,1728416404,9,0.019,0.1358,Eunomia
17492,1,1322184404,6,0.013,0.1112,Eunomia
14909,10,1549786404,42,0.088,0.2828,Eunomia
14909,9,1713332404,7,0.015,0.12,Eunomia
17493,1,975125404,11,0.023,0.1498,Eunomia
14909,5,1125315404,23,0.048,0.2138,Eunomia
14909,6,1118084404,113,0.236,0.4246,Eunomia
17492,5,1118084404,242,0.505,0.5,Eunomia
17493,9,1729720404,5,-0.0104,0,Eunomia
14909,5,933724404,7,0.015,0.12,Eunomia
17492,10,1347450404,26,0.054,0.2266,Eunomia
14909,2,1124300404,124,0.259,0.438,Eunomia
17492,10,914335404,15,0.031,0.1742,Eunomia
14909,10,1557272404,6,0.013,0.1112,Eunomia
17492,1,1124300404,124,0.259,0.438,Eunomia
17493,1,1309944404,10,0.021,0.143,Eunomia
17492,10,1713332404,320,0.668,0.4709,Eunomia
14909,1,1102527404,39,0.081,0.2735,Eunomia
17492,10,933724404,118,0.246,0.4309,Eunomia
14909,10,1118084404,355,0.741,0.438,Eunomia
17492,1,1759842404,231,0.482,0.4997,Eunomia
14909,10,1310149404,11,0.023,0.1498,Eunomia
14909,1,1119510404,140,0.292,0.4548,Eunomia
17493,10,723013404,5,-0.0104,0,Eunomia
17493,10,705944404,11,0.023,0.1498,Eunomia
17493,1,1589505404,7,0.015,0.12,Eunomia
17493,10,1500211404,5,-0.0104,0,Eunomia
17493,1,1515774404,39,0.081,0.2735,Eunomia
17493,10,1307863404,10,0.021,0.143,Eunomia
17493,5,1118084404,242,0.505,0.5,Eunomia
14909,1,1343916404,13,0.027,0.1625,Eunomia
17493,10,1137529404,24,0.05,0.2182,Eunomia
17493,1,1549786404,42,0.088,0.2828,Eunomia
